"","player_id","year","avg_elo"
"1",100644,"2023",1990.61024850669
"2",100644,"2017",2031.98015361915
"3",100644,"2020",2005.78763975287
"4",100644,"2022",2113.96590325498
"5",100644,"2019",2004.21878311502
"6",100644,"2018",2071.60230311048
"7",100644,"2014",1880.78067049715
"8",100644,"2024",2061.62324623288
"9",100644,"2021",2090.06475828398
"10",100644,"2016",1890.35088100866
"11",100644,"2013",1423.05704446203
"12",100644,"2015",1751.74847644994
"13",101404,"1996",2093.14404915777
"14",101404,"2011",1463.5750604981
"15",101404,"1988",1929.15225729761
"16",101404,"1991",1904.50249848891
"17",101404,"1989",2010.39676903202
"18",101404,"1985",1768.08861332358
"19",101404,"1987",1847.01607289424
"20",101404,"1997",2019.85439445012
"21",101404,"1990",2010.56403017651
"22",101404,"1998",1959.19383979747
"23",101404,"1999",1902.6940276893
"24",101404,"1993",1984.64174207898
"25",101404,"1992",1915.41905772111
"26",101404,"1984",1675.75876220581
"27",101404,"1995",2087.03674990275
"28",101404,"1994",2012.40302281631
"29",101404,"2010",1574.99788636738
"30",101404,"1986",1803.01588288203
"31",101662,"2000",1550.98134652786
"32",101662,"1991",1538.66004018317
"33",101662,"1988",1146.04057747535
"34",101662,"1995",1488.54861440913
"35",101662,"2001",1568.76509733611
"36",101662,"2006",1242.61816986966
"37",101662,"1990",1482.38389078935
"38",101662,"1989",1266.96099277281
"39",101736,"1992",2045.61328467758
"40",101736,"1997",1967.19747571913
"41",101736,"1995",2222.97010937709
"42",101736,"1986",1827.66872454009
"43",101736,"1993",2052.30423212529
"44",101736,"1990",2100.54927222091
"45",101736,"2005",2109.87681413194
"46",101736,"1994",2095.99395230064
"47",101736,"1987",1781.79012008216
"48",101736,"1988",2028.67408392138
"49",101736,"2000",2119.09358100712
"50",101736,"2001",2120.18640101808
"51",101736,"2002",2139.51323942349
"52",101736,"1998",2070.44510397433
"53",101736,"1999",2121.89508290864
"54",101736,"2006",2038.69421607894
"55",101736,"1996",2181.34394640067
"56",101736,"1991",2056.62465917233
"57",101736,"2004",2093.0545714299
"58",101736,"2003",2148.56577947164
"59",101736,"1989",2063.67908639639
"60",101779,"1992",1365.80017989391
"61",101779,"1988",1411.15143933234
"62",101779,"1994",1327.59453227671
"63",101779,"2008",1213.62028277197
"64",101855,"2003",1329.37291652193
"65",101855,"2001",1343.59358732903
"66",101855,"2005",1225.39667553855
"67",101868,"2006",1510.12206533728
"68",101868,"1995",1846.78339771876
"69",101868,"1997",1739.02417037991
"70",101868,"2001",1543.59803787613
"71",101868,"1992",1415.3866282857
"72",101868,"2007",1634.32182033907
"73",101868,"2003",1581.22439946278
"74",101868,"1996",1716.90984363627
"75",101868,"1998",1658.65393671933
"76",101868,"2005",1556.48365077285
"77",101868,"2002",1506.92847934153
"78",101868,"2004",1548.20208883246
"79",101868,"1993",1630.8043306395
"80",101868,"2009",1654.96417157511
"81",101885,"2006",1738.39689564674
"82",101885,"2005",1768.82477570261
"83",101885,"2004",1739.64649608901
"84",101885,"2007",1741.18340267244
"85",101885,"1998",1759.55163454818
"86",101885,"2003",1769.63400313739
"87",101885,"2002",1788.62734772717
"88",101885,"2000",1792.85878753814
"89",101885,"2001",1809.56884426788
"90",101885,"1999",1845.15467528984
"91",101885,"1996",1626.26343992981
