"","player_id","year","first_serve","first_won"
"4402",103819,"2017",308,227
"4403",103819,"2010",793,567
"4404",103819,"2013",1061,749
"4405",103820,"2007",58,35
"4406",103820,"2006",128,80
"4407",103820,"2006",NA,NA
"4408",103820,"2003",NA,NA
"4409",103820,"2005",NA,NA
"4410",103820,"2002",68,44
"4411",103821,"1999",NA,NA
"4412",103821,"2014",NA,NA
"4413",103821,"2004",NA,NA
"4414",103821,"2010",34,22
"4415",103821,"2003",NA,NA
"4416",103821,"2015",NA,NA
"4417",103821,"2007",932,607
"4418",103821,"2009",NA,NA
"4419",103821,"2000",NA,NA
"4420",103821,"2002",NA,NA
"4421",103821,"2008",NA,NA
"4422",103821,"2012",NA,NA
"4423",103821,"2011",59,34
"4424",103821,"2007",NA,NA
"4425",103821,"1998",NA,NA
"4426",103821,"2005",NA,NA
"4427",103821,"2006",567,367
"4428",103821,"2006",NA,NA
"4429",103821,"2013",NA,NA
"4430",103821,"2011",NA,NA
"4431",103821,"2001",NA,NA
"4432",103822,"2008",48,33
"4433",103823,"2008",669,483
"4434",103823,"2007",176,115
"4435",103823,"2012",42,32
"4436",103823,"2011",375,225
"4437",103823,"2005",30,25
"4438",103823,"2006",348,216
"4439",103823,"2002",35,21
"4440",103823,"2011",203,149
"4441",103823,"2012",50,29
"4442",103823,"2005",131,83
"4443",103823,"2008",NA,NA
"4444",103823,"2006",406,295
"4445",103823,"2009",72,46
"4446",103823,"2009",385,229
"4447",103824,"2000",NA,NA
"4448",103824,"2004",NA,NA
"4449",103824,"2002",NA,NA
"4450",103824,"1999",NA,NA
"4451",103824,"2003",NA,NA
"4452",103824,"2001",NA,NA
"4453",103824,"2006",NA,NA
"4454",103824,"2005",NA,NA
"4455",103826,"2006",NA,NA
"4456",103826,"2005",NA,NA
"4457",103828,"2002",NA,NA
"4458",103828,"2003",NA,NA
"4459",103828,"2001",NA,NA
"4460",103828,"2006",NA,NA
"4461",103828,"2007",NA,NA
"4462",103828,"2005",NA,NA
"4463",103829,"2002",NA,NA
"4464",103829,"2009",NA,NA
"4465",103829,"2001",NA,NA
"4466",103829,"2006",NA,NA
"4467",103830,"2004",NA,NA
"4468",103830,"2008",30,14
"4469",103830,"2007",47,26
"4470",103830,"2005",44,18
"4471",103830,"2009",NA,NA
"4472",103830,"2003",NA,NA
"4473",103830,"2004",28,20
"4474",103835,"2003",NA,NA
"4475",103835,"2013",232,147
"4476",103835,"2012",1262,747
"4477",103835,"2014",76,47
"4478",103835,"2010",NA,NA
"4479",103835,"2001",NA,NA
"4480",103835,"2007",1233,706
"4481",103835,"2007",1129,741
"4482",103835,"2004",NA,NA
"4483",103835,"2008",394,260
"4484",103835,"2008",974,572
"4485",103835,"2016",103,65
"4486",103835,"2013",676,407
"4487",103835,"2002",103,65
"4488",103835,"2011",814,463
"4489",103835,"2012",573,383
"4490",103835,"2009",210,113
"4491",103835,"2003",800,539
"4492",103835,"2011",599,378
"4493",103835,"2005",NA,NA
"4494",103835,"2010",306,176
"4495",103835,"2006",NA,NA
"4496",103835,"2014",764,444
"4497",103837,"2002",187,125
"4498",103837,"2006",22,13
"4499",103837,"2004",41,27
"4500",103837,"2002",57,36
"4501",103837,"2003",25,9
"4502",103843,"2009",530,393
"4503",103843,"2012",NA,NA
"4504",103843,"2017",223,153
"4505",103843,"2016",298,216
"4506",103843,"2015",73,48
"4507",103843,"2013",NA,NA
"4508",103843,"2012",200,148
"4509",103843,"2004",168,130
"4510",103843,"2016",154,120
"4511",103843,"2005",NA,NA
"4512",103843,"2010",NA,NA
"4513",103843,"2006",NA,NA
"4514",103843,"2015",110,69
"4515",103843,"2017",122,90
"4516",103843,"2014",NA,NA
"4517",103843,"2010",638,488
"4518",103843,"2008",54,46
"4519",103843,"2009",NA,NA
"4520",103843,"2011",196,129
"4521",103843,"2004",302,200
"4522",103843,"2011",NA,NA
"4523",103843,"2007",NA,NA
"4524",103843,"2003",49,35
"4525",103843,"2006",274,194
"4526",103843,"2007",150,94
"4527",103849,"2003",45,25
"4528",103849,"2004",44,27
"4529",103849,"2008",43,19
"4530",103849,"2005",192,121
"4531",103849,"2006",29,13
"4532",103849,"2005",35,24
"4533",103850,"2009",41,25
"4534",103850,"2008",96,58
"4535",103850,"2009",98,72
"4536",103850,"2008",186,126
"4537",103850,"2011",29,11
"4538",103851,"2011",NA,NA
"4539",103851,"2004",NA,NA
"4540",103851,"2003",NA,NA
"4541",103851,"2006",NA,NA
"4542",103851,"2009",NA,NA
"4543",103851,"2012",NA,NA
"4544",103851,"2008",NA,NA
"4545",103851,"2000",NA,NA
"4546",103851,"2010",NA,NA
"4547",103852,"2021",907,684
"4548",103852,"2017",1316,1064
"4549",103852,"2015",1319,979
"4550",103852,"2021",531,429
"4551",103852,"2001",62,49
"4552",103852,"2016",1524,1236
"4553",103852,"2003",NA,NA
"4554",103852,"2014",NA,NA
"4555",103852,"1998",27,10
"4556",103852,"2019",NA,NA
"4557",103852,"2011",NA,NA
"4558",103852,"2023",132,108
"4559",103852,"2017",NA,NA
"4560",103852,"2020",305,262
"4561",103852,"2000",27,19
"4562",103852,"2006",NA,NA
"4563",103852,"2012",1270,1008
"4564",103852,"2020",490,361
"4565",103852,"2015",1608,1261
"4566",103852,"2001",293,184
"4567",103852,"2007",NA,NA
"4568",103852,"2008",NA,NA
"4569",103852,"2016",1279,917
"4570",103852,"2006",853,686
"4571",103852,"2022",439,326
"4572",103852,"2004",NA,NA
"4573",103852,"2013",NA,NA
"4574",103852,"2002",807,580
"4575",103852,"2018",NA,NA
"4576",103852,"2007",1339,1073
"4577",103852,"2010",NA,NA
"4578",103852,"2002",1155,890
"4579",103852,"2013",969,671
"4580",103852,"2009",815,639
"4581",103852,"2005",1586,1254
"4582",103852,"2012",1213,907
"4583",103852,"2023",149,107
"4584",103852,"2018",906,648
"4585",103852,"2005",NA,NA
"4586",103852,"2009",NA,NA
"4587",103857,"2009",772,547
"4588",103857,"2011",800,563
"4589",103857,"2009",NA,NA
"4590",103857,"2013",26,13
"4591",103857,"1999",73,48
"4592",103857,"2006",477,337
"4593",103857,"2010",NA,NA
"4594",103857,"2012",NA,NA
"4595",103857,"2004",95,59
"4596",103857,"2010",633,400
"4597",103857,"2011",921,583
"4598",103857,"2007",770,537
"4599",103857,"2008",NA,NA
"4600",103857,"2005",97,70
"4601",103857,"2006",610,381
"4602",103857,"2002",69,41
"4603",103857,"2008",662,411
"4604",103857,"2003",103,64
"4605",103857,"2004",89,61
"4606",103857,"2005",53,30
"4607",103857,"2007",944,564
"4608",103860,"2008",NA,NA
"4609",103860,"2010",NA,NA
"4610",103860,"2002",NA,NA
"4611",103860,"2009",NA,NA
"4612",103860,"2012",NA,NA
"4613",103860,"2006",NA,NA
"4614",103860,"2007",NA,NA
"4615",103863,"2004",25,17
"4616",103863,"2009",30,20
"4617",103863,"2009",44,35
"4618",103863,"2013",20,7
"4619",103863,"2002",33,22
"4620",103863,"2001",50,25
"4621",103863,"2012",30,18
"4622",103863,"2008",66,40
"4623",103863,"2007",35,22
"4624",103863,"2008",NA,NA
"4625",103864,"2002",NA,NA
"4626",103864,"2006",NA,NA
"4627",103864,"2004",NA,NA
"4628",103864,"2009",NA,NA
"4629",103864,"2003",NA,NA
"4630",103864,"2008",NA,NA
"4631",103865,"2009",NA,NA
"4632",103865,"2006",NA,NA
"4633",103865,"2003",NA,NA
"4634",103865,"2005",NA,NA
"4635",103865,"2007",NA,NA
"4636",103865,"2004",NA,NA
"4637",103868,"2010",81,63
"4638",103868,"2008",302,230
"4639",103868,"2008",602,436
"4640",103868,"2012",40,35
"4641",103868,"2010",344,230
"4642",103868,"2009",446,343
"4643",103868,"2006",93,71
"4644",103868,"2005",45,26
"4645",103868,"2011",44,35
"4646",103868,"2012",31,21
"4647",103868,"2009",1030,730
"4648",103868,"2011",91,60
"4649",103868,"2007",NA,NA
"4650",103868,"2006",270,203
"4651",103868,"2005",145,101
"4652",103868,"2004",36,28
"4653",103872,"2009",NA,NA
"4654",103872,"2006",NA,NA
"4655",103872,"2010",NA,NA
"4656",103872,"2007",NA,NA
"4657",103875,"2003",NA,NA
"4658",103875,"2015",NA,NA
"4659",103875,"2004",NA,NA
"4660",103875,"2007",NA,NA
"4661",103875,"2000",NA,NA
"4662",103875,"2017",59,33
"4663",103875,"1999",NA,NA
"4664",103875,"2001",NA,NA
"4665",103875,"2011",NA,NA
"4666",103875,"2005",NA,NA
"4667",103877,"2012",NA,NA
"4668",103877,"2000",NA,NA
"4669",103877,"1998",NA,NA
"4670",103877,"2001",NA,NA
"4671",103877,"2005",NA,NA
"4672",103877,"2004",NA,NA
"4673",103877,"2003",NA,NA
"4674",103877,"2013",NA,NA
"4675",103877,"2014",NA,NA
"4676",103877,"2002",NA,NA
"4677",103878,"2005",35,19
"4678",103882,"2009",NA,NA
"4679",103882,"2004",NA,NA
"4680",103888,"2015",103,83
"4681",103888,"2008",837,619
"4682",103888,"2012",NA,NA
"4683",103888,"2001",312,224
"4684",103888,"2013",130,107
"4685",103888,"2009",930,739
"4686",103888,"2008",1315,1051
"4687",103888,"2013",204,144
"4688",103888,"2006",683,504
"4689",103888,"2011",NA,NA
"4690",103888,"2011",1827,1453
"4691",103888,"2010",NA,NA
"4692",103888,"2015",185,137
"4693",103888,"2007",NA,NA
"4694",103888,"2000",179,111
"4695",103888,"2000",148,101
"4696",103888,"2002",470,317
"4697",103888,"2007",962,790
"4698",103888,"2009",NA,NA
"4699",103888,"2003",NA,NA
"4700",103888,"2001",271,215
"4701",103888,"2005",331,252
"4702",103888,"2004",NA,NA
"4703",103888,"2002",496,380
"4704",103888,"2005",396,282
"4705",103888,"2006",NA,NA
"4706",103891,"2011",NA,NA
"4707",103891,"2005",NA,NA
"4708",103891,"2006",NA,NA
"4709",103891,"2008",NA,NA
"4710",103891,"2014",NA,NA
"4711",103891,"2004",NA,NA
"4712",103891,"2007",NA,NA
"4713",103891,"2003",NA,NA
"4714",103891,"2002",NA,NA
"4715",103893,"2009",25,16
"4716",103893,"2010",703,446
"4717",103893,"2011",129,81
"4718",103893,"2015",NA,NA
"4719",103893,"2016",1247,945
"4720",103893,"2011",89,64
"4721",103893,"2021",68,41
"4722",103893,"2015",712,484
"4723",103893,"2012",786,485
"4724",103893,"2020",59,38
"4725",103893,"2019",497,353
"4726",103893,"2012",452,320
"4727",103893,"2010",NA,NA
"4728",103893,"2018",337,267
"4729",103893,"2006",40,17
"4730",103893,"2017",NA,NA
"4731",103893,"2016",1053,676
"4732",103893,"2014",373,292
"4733",103893,"2019",451,341
"4734",103893,"2013",NA,NA
"4735",103893,"2007",29,18
"4736",103893,"2020",139,97
"4737",103893,"2007",91,57
"4738",103893,"2013",413,309
"4739",103893,"2014",639,410
"4740",103893,"2018",792,529
"4741",103893,"2017",1274,924
"4742",103894,"2006",46,37
"4743",103894,"2000",134,83
"4744",103894,"2014",NA,NA
"4745",103894,"2006",53,39
"4746",103894,"2007",106,71
"4747",103894,"1999",66,33
"4748",103898,"2015",191,133
"4749",103898,"2007",1477,931
"4750",103898,"2015",42,34
"4751",103898,"2005",859,537
"4752",103898,"2016",290,227
"4753",103898,"2011",1068,808
"4754",103898,"2012",NA,NA
"4755",103898,"2011",1028,683
"4756",103898,"2004",677,472
"4757",103898,"2014",NA,NA
"4758",103898,"2010",932,599
"4759",103898,"2001",39,29
"4760",103898,"2012",1463,1090
"4761",103898,"2006",1467,1032
"4762",103898,"2013",NA,NA
"4763",103898,"2018",540,408
"4764",103898,"2002",86,51
"4765",103898,"2008",1037,746
"4766",103898,"2004",699,466
"4767",103898,"2017",530,418
"4768",103898,"2003",284,162
"4769",103898,"2009",1388,1012
"4770",103898,"2016",757,507
"4771",103898,"2017",689,492
"4772",103898,"2018",522,349
"4773",103898,"2006",1126,704
"4774",103898,"2008",NA,NA
"4775",103898,"2010",NA,NA
"4776",103898,"2003",139,94
"4777",103898,"2013",1266,838
"4778",103898,"2001",43,26
"4779",103898,"2005",187,137
"4780",103898,"2009",1523,1014
"4781",103898,"2007",969,693
"4782",103899,"2006",NA,NA
"4783",103899,"2004",NA,NA
"4784",103899,"2000",NA,NA
"4785",103899,"2010",NA,NA
"4786",103899,"2003",NA,NA
"4787",103899,"2005",NA,NA
"4788",103899,"2007",NA,NA
"4789",103899,"2001",NA,NA
"4790",103899,"2002",NA,NA
"4791",103900,"2005",994,618
"4792",103900,"2005",NA,NA
"4793",103900,"2001",751,537
"4794",103900,"2004",821,509
"4795",103900,"2012",NA,NA
"4796",103900,"2000",79,55
"4797",103900,"2006",NA,NA
"4798",103900,"2001",402,254
"4799",103900,"2013",292,223
"4800",103900,"2004",NA,NA
"4801",103900,"2002",NA,NA
"4802",103900,"2008",NA,NA
"4803",103900,"2007",1547,1167
"4804",103900,"2007",NA,NA
"4805",103900,"2013",209,130
"4806",103900,"2009",NA,NA
"4807",103900,"2003",NA,NA
"4808",103900,"2011",NA,NA
"4809",103900,"2009",504,374
"4810",103900,"2010",NA,NA
"4811",103902,"2016",62,46
"4812",103902,"2015",NA,NA
"4813",103902,"2016",52,37
"4814",103905,"2005",NA,NA
"4815",103905,"2004",NA,NA
"4816",103905,"2002",NA,NA
"4817",103905,"2003",NA,NA
"4818",103905,"2000",NA,NA
"4819",103908,"2005",NA,NA
"4820",103908,"2004",NA,NA
"4821",103908,"2012",752,585
"4822",103908,"2013",775,524
"4823",103908,"2001",31,26
"4824",103908,"2000",71,52
"4825",103908,"2007",NA,NA
"4826",103908,"2014",721,479
"4827",103908,"2006",NA,NA
"4828",103908,"2013",317,253
"4829",103908,"2016",NA,NA
"4830",103908,"2016",919,668
"4831",103908,"2000",91,58
"4832",103908,"2015",269,205
"4833",103908,"2003",911,605
"4834",103908,"2010",NA,NA
"4835",103908,"2006",1312,874
"4836",103908,"2012",704,503
"4837",103908,"2017",424,295
"4838",103908,"2001",116,82
"4839",103908,"2009",1306,879
"4840",103908,"2008",NA,NA
"4841",103908,"2002",947,720
"4842",103908,"2002",NA,NA
"4843",103908,"2014",483,366
"4844",103908,"2003",NA,NA
"4845",103908,"2009",1271,955
"4846",103908,"2017",50,36
"4847",103908,"2015",576,388
"4848",103909,"2004",NA,NA
"4849",103909,"2008",371,222
"4850",103909,"2005",NA,NA
"4851",103909,"2001",1027,738
"4852",103909,"2001",688,441
"4853",103909,"2006",721,474
"4854",103909,"2002",NA,NA
"4855",103909,"2003",NA,NA
"4856",103909,"2000",193,125
"4857",103909,"2000",139,94
"4858",103909,"2008",107,66
"4859",103909,"2002",1046,757
"4860",103909,"2006",499,297
"4861",103914,"2004",23,9
"4862",103914,"2003",24,11
"4863",103914,"2017",36,22
"4864",103914,"2007",26,17
"4865",103914,"2005",30,14
"4866",103914,"2002",15,5
"4867",103914,"2012",31,16
"4868",103914,"2011",42,22
"4869",103914,"2001",22,11
"4870",103914,"2006",40,23
"4871",103917,"2006",570,445
"4872",103917,"2004",486,317
"4873",103917,"2015",630,480
"4874",103917,"2010",660,530
"4875",103917,"2012",889,603
"4876",103917,"2015",NA,NA
"4877",103917,"2007",969,683
"4878",103917,"2018",456,312
"4879",103917,"2017",733,558
"4880",103917,"2014",1048,707
"4881",103917,"2008",813,620
"4882",103917,"2017",955,645
"4883",103917,"2010",153,115
"4884",103917,"2003",157,123
"4885",103917,"2000",110,72
"4886",103917,"2006",796,537
"4887",103917,"2012",904,691
"4888",103917,"2011",NA,NA
"4889",103917,"2009",137,119
"4890",103917,"2019",239,175
"4891",103917,"2021",43,36
"4892",103917,"2009",227,166
"4893",103917,"2016",1100,859
"4894",103917,"2005",44,38
"4895",103917,"2013",443,325
"4896",103917,"2005",211,160
"4897",103917,"2008",1282,915
"4898",103917,"2016",878,612
"4899",103917,"2019",245,175
"4900",103917,"2002",29,20
"4901",103917,"2013",670,545
"4902",103917,"2001",224,151
"4903",103917,"2007",995,785
"4904",103917,"2018",203,157
"4905",103917,"2003",299,206
"4906",103917,"2011",446,356
"4907",103917,"2001",71,58
"4908",103917,"2004",NA,NA
"4909",103917,"2014",535,439
"4910",103920,"2004",NA,NA
"4911",103920,"2010",NA,NA
"4912",103920,"2006",NA,NA
"4913",103920,"2005",NA,NA
"4914",103921,"2007",NA,NA
"4915",103921,"2004",NA,NA
"4916",103921,"2003",62,43
"4917",103921,"2006",NA,NA
"4918",103924,"2007",51,28
"4919",103925,"2003",32,18
"4920",103925,"2012",32,14
"4921",103926,"2008",33,18
"4922",103926,"2010",39,25
"4923",103926,"2014",66,39
"4924",103926,"2013",86,62
"4925",103926,"2012",138,94
"4926",103926,"2009",83,68
"4927",103926,"2010",52,39
"4928",103926,"2012",208,126
"4929",103926,"2016",165,124
"4930",103926,"2016",614,400
"4931",103926,"2011",47,25
"4932",103926,"2013",254,175
"4933",103936,"2009",NA,NA
"4934",103936,"2003",NA,NA
"4935",103936,"2002",NA,NA
"4936",103936,"2005",NA,NA
"4937",103936,"2010",NA,NA
"4938",103936,"2006",NA,NA
"4939",103936,"2007",NA,NA
"4940",103936,"2011",NA,NA
"4941",103936,"2000",NA,NA
"4942",103936,"1999",NA,NA
"4943",103936,"2004",NA,NA
"4944",103937,"2005",NA,NA
"4945",103937,"2004",NA,NA
"4946",103946,"2011",NA,NA
"4947",103946,"2005",NA,NA
"4948",103949,"2006",NA,NA
"4949",103956,"2006",NA,NA
"4950",103963,"2004",44,35
"4951",103963,"2003",34,19
"4952",103963,"2005",NA,NA
"4953",103963,"2004",NA,NA
"4954",103964,"2005",51,28
"4955",103967,"2010",NA,NA
"4956",103967,"2003",32,22
"4957",103967,"2012",NA,NA
"4958",103967,"2011",111,80
"4959",103967,"2013",NA,NA
"4960",103967,"2005",74,49
"4961",103967,"2011",30,24
"4962",103967,"2009",NA,NA
"4963",103967,"2015",NA,NA
"4964",103967,"2005",136,79
"4965",103967,"2006",NA,NA
"4966",103967,"2014",NA,NA
"4967",103967,"2009",45,33
"4968",103967,"2008",NA,NA
"4969",103967,"2010",105,73
"4970",103967,"2007",48,30
"4971",103969,"2012",NA,NA
"4972",103969,"2011",40,30
"4973",103970,"2012",NA,NA
"4974",103970,"2010",NA,NA
"4975",103970,"2011",NA,NA
"4976",103970,"2018",922,576
"4977",103970,"2006",NA,NA
"4978",103970,"2019",222,140
"4979",103970,"2013",NA,NA
"4980",103970,"2013",1126,699
"4981",103970,"2005",NA,NA
"4982",103970,"2018",451,308
"4983",103970,"2014",1237,783
"4984",103970,"2014",NA,NA
"4985",103970,"2003",NA,NA
"4986",103970,"2017",1053,702
"4987",103970,"2004",1458,991
"4988",103970,"2004",1531,923
"4989",103970,"2005",1409,850
"4990",103970,"2007",NA,NA
"4991",103970,"2012",764,472
"4992",103970,"2002",291,183
"4993",103970,"2019",346,243
"4994",103970,"2017",NA,NA
"4995",103970,"2016",1606,1171
"4996",103970,"2008",NA,NA
"4997",103970,"2015",NA,NA
"4998",103970,"2016",NA,NA
"4999",103970,"2015",758,481
"5000",103970,"2002",450,312
"5001",103970,"2009",NA,NA
"5002",103970,"2011",946,610
"5003",103971,"2003",NA,NA
"5004",103971,"2011",347,230
"5005",103971,"2011",274,207
"5006",103971,"2012",421,286
"5007",103971,"2010",436,288
"5008",103971,"2009",336,228
"5009",103971,"2005",NA,NA
"5010",103971,"2002",112,96
"5011",103971,"2009",286,205
"5012",103971,"2010",66,49
"5013",103971,"2004",NA,NA
"5014",103971,"2002",NA,NA
"5015",103971,"2012",91,72
"5016",103975,"2005",51,26
"5017",103976,"2006",57,40
"5018",103976,"2011",49,16
"5019",103976,"2007",236,121
"5020",103976,"2007",114,80
"5021",103976,"2011",37,24
"5022",103976,"2005",179,109
"5023",103976,"2009",102,62
"5024",103976,"2008",348,211
"5025",103976,"2008",110,77
"5026",103978,"2009",77,47
"5027",103978,"2007",NA,NA
"5028",103978,"2006",NA,NA
"5029",103984,"2006",64,42
"5030",103986,"2002",66,50
"5031",103986,"2003",NA,NA
"5032",103986,"2005",NA,NA
"5033",103990,"2016",307,197
"5034",103990,"2014",1454,1006
"5035",103990,"2019",31,19
"5036",103990,"2017",465,278
"5037",103990,"2007",NA,NA
"5038",103990,"2016",166,119
"5039",103990,"2017",316,218
"5040",103990,"2006",2723,1913
"5041",103990,"2003",1982,1379
"5042",103990,"2004",NA,NA
"5043",103990,"2018",121,94
"5044",103990,"2013",846,554
"5045",103990,"2008",NA,NA
"5046",103990,"1999",79,46
"5047",103990,"2001",1866,1368
"5048",103990,"2005",NA,NA
"5049",103990,"2002",NA,NA
"5050",103990,"2011",NA,NA
"5051",103990,"2012",241,201
"5052",103990,"2022",29,13
"5053",103990,"2010",1116,731
"5054",103990,"2006",NA,NA
"5055",103990,"2010",898,671
"5056",103990,"2015",NA,NA
"5057",103990,"1999",100,66
"5058",103990,"2013",1773,1306
"5059",103990,"2008",1096,712
"5060",103990,"2014",2228,1707
"5061",103990,"2003",NA,NA
"5062",103990,"2009",2293,1712
"5063",103990,"2001",1073,677
"5064",103990,"2011",971,703
"5065",103990,"2000",85,54
"5066",103990,"2009",NA,NA
"5067",103990,"2012",358,226
"5068",103994,"2007",NA,NA
"5069",103997,"2007",NA,NA
"5070",103997,"2015",NA,NA
"5071",103997,"2004",NA,NA
"5072",103997,"2007",114,66
"5073",103997,"2011",1084,791
"5074",103997,"2005",NA,NA
"5075",103997,"2005",44,21
"5076",103997,"2015",51,35
"5077",103997,"2010",NA,NA
"5078",103997,"2006",NA,NA
"5079",103997,"2009",554,375
"5080",103997,"2013",NA,NA
"5081",103997,"2001",NA,NA
"5082",103997,"2014",549,386
"5083",103997,"2014",263,193
"5084",103997,"2003",NA,NA
"5085",103997,"2012",1354,889
"5086",103997,"2011",942,631
"5087",103997,"2012",NA,NA
"5088",103997,"2009",333,242
"5089",103999,"2013",NA,NA
"5090",103999,"2008",NA,NA
"5091",103999,"2007",53,36
"5092",103999,"2006",150,90
"5093",103999,"2001",36,22
"5094",103999,"2009",243,154
"5095",103999,"2006",153,110
"5096",103999,"2011",42,28
"5097",103999,"2012",39,14
"5098",103999,"2010",254,156
"5099",103999,"2010",59,40
"5100",103999,"2009",80,56
"5101",103999,"2008",105,72
"5102",103999,"2007",NA,NA
"5103",104001,"2006",51,42
"5104",104001,"2007",124,89
"5105",104001,"2006",53,36
"5106",104001,"2005",27,20
"5107",104003,"2008",173,110
"5108",104003,"2010",244,152
"5109",104003,"2006",58,45
"5110",104003,"2008",NA,NA
"5111",104003,"2005",74,38
"5112",104003,"2010",NA,NA
"5113",104003,"2012",NA,NA
"5114",104003,"2013",35,20
"5115",104003,"2011",37,31
"5116",104003,"2011",NA,NA
"5117",104003,"2009",NA,NA
"5118",104003,"2006",NA,NA
"5119",104004,"2007",84,52
"5120",104004,"2007",35,31
"5121",104004,"2012",NA,NA
"5122",104004,"2010",186,124
"5123",104004,"2008",87,57
"5124",104004,"2006",46,31
"5125",104004,"2003",43,27
"5126",104004,"2002",85,34
"5127",104004,"2010",45,34
"5128",104007,"2006",50,36
"5129",104007,"2011",32,23
"5130",104007,"2013",35,23
"5131",104007,"2016",79,51
"5132",104007,"2013",39,29
"5133",104007,"2015",32,26
"5134",104007,"2006",54,39
"5135",104008,"2009",NA,NA
"5136",104008,"2005",NA,NA
"5137",104008,"2003",NA,NA
"5138",104008,"2002",NA,NA
"5139",104008,"2006",NA,NA
"5140",104008,"2004",NA,NA
"5141",104008,"2007",NA,NA
"5142",104008,"2008",NA,NA
"5143",104010,"2010",139,79
"5144",104010,"2006",72,46
"5145",104010,"2004",30,14
"5146",104010,"2006",125,81
"5147",104010,"2009",212,135
"5148",104010,"2005",55,29
"5149",104011,"2007",NA,NA
"5150",104011,"2004",NA,NA
"5151",104011,"2002",NA,NA
"5152",104014,"2000",37,30
"5153",104014,"2007",65,45
"5154",104014,"2000",39,26
"5155",104014,"2003",101,70
"5156",104014,"2003",52,36
"5157",104014,"2004",78,47
"5158",104014,"2001",NA,NA
"5159",104014,"2001",139,91
"5160",104019,"2002",180,131
"5161",104019,"2004",317,219
"5162",104019,"2008",NA,NA
"5163",104019,"2006",NA,NA
"5164",104019,"2010",433,267
"5165",104019,"2005",401,253
"5166",104019,"2004",609,378
"5167",104019,"2002",41,30
"5168",104019,"2005",NA,NA
"5169",104019,"2008",237,187
"5170",104019,"2009",NA,NA
"5171",104019,"2007",NA,NA
"5172",104019,"2010",61,49
"5173",104019,"2003",NA,NA
"5174",104021,"2005",NA,NA
"5175",104022,"2018",870,580
"5176",104022,"2018",316,222
"5177",104022,"2014",806,586
"5178",104022,"2001",NA,NA
"5179",104022,"2002",NA,NA
"5180",104022,"2016",818,576
"5181",104022,"2015",395,285
"5182",104022,"2017",1075,701
"5183",104022,"2016",NA,NA
"5184",104022,"1999",27,19
"5185",104022,"2010",NA,NA
"5186",104022,"2005",NA,NA
"5187",104022,"2001",1023,743
"5188",104022,"2006",NA,NA
"5189",104022,"2012",NA,NA
"5190",104022,"2011",NA,NA
"5191",104022,"2017",497,357
"5192",104022,"2015",941,612
"5193",104022,"2011",1257,802
"5194",104022,"2009",NA,NA
"5195",104022,"2013",2096,1566
"5196",104022,"2005",927,700
"5197",104022,"2007",NA,NA
"5198",104022,"2008",NA,NA
"5199",104022,"2014",NA,NA
"5200",104022,"2003",NA,NA
"5201",104022,"2000",388,246
"5202",104022,"2008",1074,710
"5203",104022,"2013",1135,711
"5204",104022,"2012",1619,1210
"5205",104022,"2004",NA,NA
"5206",104022,"2000",NA,NA
"5207",104023,"2011",49,32
"5208",104023,"2011",42,31
"5209",104025,"2009",328,234
"5210",104025,"2006",109,77
"5211",104025,"2007",455,342
"5212",104025,"2012",NA,NA
"5213",104025,"2005",165,111
"5214",104025,"2009",241,181
"5215",104025,"2003",64,48
"5216",104025,"2007",1074,774
"5217",104025,"2011",NA,NA
"5218",104025,"2004",94,69
"5219",104025,"2008",373,285
"5220",104025,"2005",40,31
"5221",104025,"2006",135,100
"5222",104025,"2004",205,134
"5223",104025,"2008",389,280
"5224",104025,"2003",213,152
"5225",104025,"2010",NA,NA
"5226",104026,"2002",31,29
"5227",104026,"2013",26,22
"5228",104026,"2008",20,15
"5229",104026,"2013",53,37
"5230",104026,"2007",155,129
"5231",104026,"2003",NA,NA
"5232",104026,"2008",48,44
"5233",104026,"2009",105,79
"5234",104026,"2001",66,49
"5235",104026,"2010",NA,NA
"5236",104026,"2007",NA,NA
"5237",104026,"2002",75,56
"5238",104026,"2005",NA,NA
"5239",104026,"2009",118,103
"5240",104026,"2006",294,235
"5241",104026,"2000",56,41
"5242",104026,"2004",NA,NA
"5243",104026,"2003",82,76
"5244",104026,"2011",NA,NA
"5245",104026,"2006",NA,NA
"5246",104027,"2003",NA,NA
"5247",104027,"2007",NA,NA
"5248",104027,"2001",NA,NA
"5249",104027,"2005",NA,NA
"5250",104027,"2002",NA,NA
"5251",104027,"2000",NA,NA
"5252",104027,"2006",NA,NA
"5253",104028,"2006",NA,NA
"5254",104035,"2008",740,563
"5255",104035,"2011",156,102
"5256",104035,"2004",80,54
"5257",104035,"2012",205,148
"5258",104035,"2012",330,210
"5259",104035,"2013",194,128
"5260",104035,"2009",564,383
"5261",104035,"2008",978,681
"5262",104035,"2013",147,103
"5263",104035,"2005",361,263
"5264",104035,"2003",92,59
"5265",104035,"2007",198,140
"5266",104035,"2009",143,108
"5267",104035,"2005",288,214
"5268",104035,"2006",40,36
"5269",104035,"2010",97,73
"5270",104035,"2006",500,328
"5271",104036,"2003",48,28
"5272",104036,"2007",NA,NA
"5273",104036,"2004",NA,NA
"5274",104037,"2005",56,36
"5275",104040,"2006",NA,NA
"5276",104040,"2005",NA,NA
"5277",104040,"2009",NA,NA
"5278",104040,"2007",NA,NA
"5279",104043,"2002",115,77
"5280",104043,"2001",306,210
