"player_id","year","matches_won","total_matches"
102358,"2004",14,35
102358,"1991",3,9
102358,"1998",36,51
102358,"2005",7,19
102358,"2000",51,75
102358,"1990",0,1
102358,"2003",13,39
102358,"2002",26,44
102358,"1995",63,87
102358,"1992",14,22
102358,"1994",23,42
102374,"2005",1,6
102374,"2002",39,58
102374,"2004",12,32
102374,"1999",37,60
102374,"1996",37,63
102374,"1998",57,78
102374,"1993",24,47
102374,"2000",55,74
102374,"1992",11,24
102374,"2003",14,37
102374,"2001",34,54
102374,"1994",44,66
102374,"1997",49,72
102374,"1995",25,52
102381,"2008",0,10
102381,"2006",0,1
102381,"1999",0,1
102381,"2001",2,5
102381,"2003",3,9
102381,"2000",1,3
102381,"2004",1,3
102381,"2007",8,23
102381,"1997",0,1
102382,"2012",0,1
102382,"2004",3,9
102382,"1992",0,1
102382,"2005",0,1
102382,"1994",0,1
102382,"1993",0,1
102382,"2001",2,5
102382,"2003",2,7
102382,"2002",3,17
102388,"2011",0,1
102388,"2007",0,1
102401,"1999",11,28
102401,"2005",0,4
102401,"2001",3,10
102401,"1995",13,26
102401,"1996",22,47
102401,"2003",13,28
102401,"2002",2,9
102401,"1998",23,40
102401,"2000",2,7
102401,"1997",19,38
102405,"2008",0,1
102405,"1996",3,6
102405,"1998",2,7
102405,"1995",3,7
102405,"1999",0,3
102405,"1997",2,10
102405,"2000",0,1
102405,"2001",0,3
102434,"1996",27,49
102434,"2003",33,57
102434,"2009",2,11
102434,"2010",0,1
102434,"2004",40,69
102434,"2005",22,48
102434,"1995",21,49
102434,"2001",1,4
102434,"1999",33,60
102434,"2002",14,32
102434,"2007",26,55
102434,"2008",11,29
102434,"2000",3,31
102434,"1993",1,6
102434,"1994",11,24
102434,"2006",19,45
102434,"1997",20,46
102434,"1998",28,55
102450,"1999",44,73
102450,"2002",45,65
102450,"1997",44,67
102450,"1996",46,72
102450,"2004",44,66
102450,"2001",56,76
102450,"2000",58,83
102450,"1998",59,88
102450,"2005",23,41
102450,"2003",31,48
102450,"2006",31,51
102450,"2007",7,19
102450,"1994",3,8
102450,"1995",9,18
102456,"2001",30,51
102456,"2003",27,48
102456,"2005",14,29
102456,"2002",22,47
102456,"1998",43,69
102456,"2007",1,4
102456,"1997",53,75
102456,"1996",48,75
102456,"2000",16,32
102456,"1995",10,15
102456,"2004",17,32
102456,"1999",34,55
102456,"1994",0,1
102494,"2000",7,18
102494,"2004",5,15
102494,"2005",7,21
102494,"2003",10,24
102494,"1999",1,2
102494,"2006",4,16
102494,"1997",1,2
102494,"2001",5,13
102494,"2002",2,5
102496,"2006",0,2
102496,"2005",0,1
102496,"2004",1,4
102497,"1997",0,1
102497,"1995",0,1
102497,"2005",0,1
102497,"1996",0,2
102497,"2001",0,1
102497,"2000",0,1
102497,"2002",1,2
102497,"1999",1,3
102512,"2006",0,1
102512,"2008",3,10
102512,"2009",0,2
102512,"2007",3,4
102512,"1999",0,1
102512,"2000",0,1
102512,"2003",1,2
102538,"2003",1,4
102538,"1993",0,2
102538,"1996",1,2
102538,"1995",5,5
102538,"2004",2,5
102538,"1997",1,6
102538,"1999",1,9
102538,"2000",4,10
102538,"1998",3,14
102538,"2005",2,5
102538,"2002",1,5
102538,"1994",3,4
102538,"2001",1,4
102539,"1998",34,63
102539,"2007",1,3
102539,"1999",12,36
102539,"1994",0,1
102539,"2005",1,9
102539,"2002",20,48
102539,"1996",36,70
102539,"2006",0,1
102539,"1993",0,1
102539,"1997",25,54
102539,"2001",40,68
102539,"2003",3,10
102539,"2000",16,33
102539,"2004",11,30
102539,"1995",31,51
102548,"2007",0,1
102548,"2004",0,2
102548,"1996",0,1
102548,"2003",1,4
102548,"2000",11,32
102548,"1997",9,22
102548,"1999",21,44
102548,"2002",4,11
102548,"2005",3,8
102548,"1998",20,47
102548,"2001",7,15
102548,"2006",4,16
102556,"1999",2,2
102556,"2003",2,4
102556,"2005",0,2
102556,"2001",3,3
102556,"2000",3,5
102556,"1996",2,4
102556,"1993",1,4
102556,"1998",4,6
102556,"1995",3,5
102556,"2002",4,6
102556,"1997",2,3
102558,"2000",4,8
102558,"2004",0,2
102558,"2003",5,11
102558,"2001",0,2
102558,"2007",2,3
102558,"2008",1,2
102558,"1999",1,3
102558,"2002",0,1
102558,"2005",1,2
102562,"1993",1,2
102562,"2005",22,49
102562,"2000",27,54
102562,"1999",29,55
102562,"1997",20,39
102562,"2006",13,26
102562,"2001",31,51
102562,"2002",51,77
102562,"1998",20,41
102562,"2004",42,64
102562,"1996",32,57
102562,"1995",5,14
102562,"2003",46,74
102562,"1994",0,1
102563,"1993",2,3
102563,"2009",1,2
102563,"2001",48,74
102563,"1999",22,48
102563,"2007",29,54
102563,"2000",22,48
102563,"1995",1,4
102563,"2002",27,50
102563,"2006",11,29
102563,"2005",48,73
102563,"1996",29,51
102563,"1997",31,57
102563,"2004",29,50
102563,"2008",14,35
102563,"1994",0,2
102563,"1998",47,78
102565,"2007",2,10
102565,"2002",4,10
102565,"2005",9,19
102565,"2006",9,29
102565,"2004",2,5
102565,"2003",2,19
102567,"2005",5,12
102567,"2009",1,2
102567,"1996",0,1
102567,"2000",16,40
102567,"2006",5,14
102567,"1998",1,5
102567,"2001",10,28
102567,"2002",3,11
102567,"2004",0,1
102567,"2003",0,5
102567,"1999",7,14
102567,"2008",1,5
102567,"2007",1,5
102571,"2002",2,7
102571,"2004",14,34
102571,"2003",14,26
102571,"1996",1,4
102571,"1999",0,1
102571,"1997",0,1
102571,"2006",0,1
102571,"2005",4,15
102585,"1998",1,2
102585,"1996",1,2
102585,"1999",0,2
102585,"2007",0,1
102585,"2002",0,2
102585,"2000",1,3
102585,"2003",0,1
102585,"1997",1,3
102610,"2003",23,42
102610,"2005",13,30
102610,"2002",36,59
102610,"1998",47,73
102610,"2000",32,58
102610,"2004",20,44
102610,"2001",27,49
102610,"1993",2,4
102610,"1997",46,68
102610,"1996",52,81
102610,"1999",40,62
102610,"1995",33,55
102610,"1994",15,33
102610,"2006",2,4
102615,"2007",1,2
102615,"1992",0,1
102615,"2002",0,1
102615,"2003",6,12
102615,"1998",11,27
102615,"1999",1,5
102615,"2000",1,3
102615,"1996",5,10
102615,"1997",10,25
102615,"1993",0,1
102615,"2005",0,4
102615,"2004",7,21
102615,"2001",1,4
102630,"2007",2,5
102630,"2008",1,4
102630,"2005",2,4
102630,"2006",2,6
102630,"2002",0,1
102630,"2009",0,1
102642,"2006",4,14
102642,"2003",14,29
102642,"2001",4,15
102642,"2002",3,11
102642,"1999",1,4
102642,"2004",28,51
102642,"2007",1,2
102642,"2005",16,42
102642,"2000",4,18
102655,"2006",0,1
102655,"1994",2,2
102655,"2004",1,2
102655,"1996",4,12
102655,"2002",2,6
102655,"1993",0,2
102655,"1999",1,5
102655,"1997",2,7
102655,"2000",2,5
102655,"1992",0,1
102655,"1998",3,5
102655,"1995",1,1
102655,"2001",3,4
102667,"1999",1,3
102667,"2004",0,2
102667,"1998",1,2
102667,"2003",1,2
102667,"1993",0,1
102667,"1995",0,1
102667,"2008",1,2
102667,"2001",0,1
102667,"2007",0,1
102667,"1997",0,2
102667,"2000",0,1
102667,"2006",2,5
102694,"2005",6,27
102694,"2001",14,33
102694,"2007",0,1
102694,"1994",0,2
102694,"2004",8,27
102694,"1997",3,6
102694,"2003",17,41
102694,"1995",1,4
102694,"2006",4,11
102694,"1996",6,12
102694,"1999",7,15
102694,"1998",7,19
102694,"2000",2,7
102694,"2002",15,37
102696,"2003",0,4
102696,"2009",1,2
102696,"2007",1,2
102696,"2005",1,3
102703,"2000",10,16
102703,"1999",4,7
102703,"2008",11,28
102703,"1998",3,3
102703,"2001",12,31
102703,"2005",12,31
102703,"1996",3,5
102703,"2007",26,50
102703,"2006",23,39
102703,"1995",4,5
102703,"2004",19,35
102703,"2009",2,4
102703,"2003",18,40
102703,"2002",12,28
102703,"1997",3,5
102720,"2003",1,6
102720,"2005",18,48
102720,"2007",3,7
102720,"2008",0,1
102720,"2004",3,11
102720,"2000",5,18
102720,"2001",3,14
102720,"1998",0,1
102720,"1999",4,8
102720,"2006",6,26
102730,"2002",6,20
102730,"2004",7,22
102730,"1997",2,7
102730,"1999",1,4
102730,"2000",1,5
102730,"1998",6,21
102730,"2001",6,16
102730,"2005",2,6
102730,"2003",3,12
102737,"1998",1,2
102737,"2001",3,4
102737,"2005",1,2
102737,"1999",4,4
102737,"2004",1,2
102737,"2002",2,3
102737,"2000",0,4
102740,"2006",0,1
102740,"1998",1,1
102740,"2002",3,4
102740,"2000",2,2
102740,"2004",2,4
102740,"1999",2,2
102740,"2003",4,5
102770,"1997",6,9
102770,"1998",15,37
102770,"2000",2,15
102770,"2003",9,22
102770,"2001",1,6
102770,"2006",0,1
102770,"1996",0,2
102770,"2002",5,10
102770,"1999",21,43
102770,"2004",3,17
102780,"2003",1,6
102780,"2007",1,3
102780,"1999",1,3
102780,"2001",1,5
102780,"2005",1,4
102780,"2008",2,6
102780,"1998",0,1
102780,"1997",0,1
102780,"2009",1,5
102780,"2002",2,3
102780,"2004",2,6
102780,"2000",1,2
102783,"2010",13,30
102783,"2005",18,42
102783,"2011",5,18
102783,"1995",0,1
102783,"1997",5,7
102783,"2006",11,33
102783,"2009",16,46
102783,"2000",23,52
102783,"2001",36,68
102783,"2003",70,99
102783,"2007",8,22
102783,"2008",20,42
102783,"2002",40,70
102783,"1998",12,27
102783,"1999",23,52
102783,"2004",29,59
102785,"2000",0,1
102785,"2003",0,1
102785,"2002",0,1
102785,"2004",5,14
102785,"2001",3,6
102785,"1997",2,4
102785,"1996",0,1
102785,"1998",1,3
102785,"2006",0,1
102785,"2005",2,6
102788,"2003",5,17
102788,"2008",1,2
102788,"2006",1,2
102788,"2004",3,15
102788,"2001",8,15
102788,"2007",1,2
102788,"2005",1,2
102788,"2002",10,35
102800,"2017",0,2
102800,"2003",1,4
102800,"2008",0,1
102800,"2002",0,1
102800,"1996",2,2
102800,"1998",2,4
102800,"2013",0,1
102800,"1997",1,3
102800,"2004",2,4
102800,"2005",1,2
102800,"2006",0,1
102800,"2007",0,1
102800,"1999",2,5
102800,"2001",1,7
102802,"2002",1,2
102802,"2003",1,3
102802,"1997",0,2
102802,"2005",0,1
102811,"2001",0,3
102811,"2005",3,5
102811,"2008",1,3
102811,"2002",1,1
102811,"1998",3,7
102811,"2004",1,1
102811,"1996",1,1
102811,"2007",1,6
102811,"1999",2,2
102811,"2006",3,5
102811,"2003",2,3
102812,"2005",0,1
102812,"1998",2,3
102812,"2008",0,2
102812,"2001",2,3
102812,"2000",0,5
102812,"1997",4,4
102812,"2003",0,2
102812,"1999",2,4
102821,"2007",4,4
102821,"2010",2,6
102821,"2005",1,3
102821,"2001",10,28
102821,"1997",2,9
102821,"1998",0,1
102821,"2002",9,24
102821,"2008",2,7
102821,"2003",2,16
102821,"2011",0,5
102821,"1999",16,34
102821,"1996",0,4
102821,"2000",6,18
102821,"2004",1,4
102821,"2009",4,4
102826,"1999",0,3
102826,"2009",0,1
102826,"1994",3,4
102826,"1995",4,4
102826,"2004",0,1
102826,"1998",3,4
102826,"1993",2,4
102830,"1999",3,4
102830,"2003",2,2
102830,"2000",2,4
102830,"2010",0,1
102830,"2004",0,1
102830,"2001",1,3
102834,"2003",4,9
102834,"1994",0,1
102834,"1995",0,1
102834,"2001",5,15
102834,"2002",1,4
102834,"1996",0,1
102834,"2007",9,22
102834,"1998",1,4
102834,"2000",20,43
102834,"2004",4,10
102834,"2006",16,37
102834,"2005",13,25
102834,"1993",0,1
102834,"1999",12,27
102839,"2002",34,61
102839,"2001",30,55
102839,"1999",58,82
102839,"2010",1,9
102839,"2008",17,35
102839,"2005",10,28
102839,"2004",7,23
102839,"2000",44,73
102839,"2007",10,24
102839,"1997",19,39
102839,"1996",16,36
102839,"1998",19,49
102839,"2003",25,48
102839,"1994",1,2
102839,"2006",12,22
102839,"2009",11,25
102839,"1995",9,11
102843,"1993",1,5
102843,"1995",2,5
102843,"2005",0,4
102843,"1999",2,4
102843,"2002",2,4
102843,"1996",0,5
102843,"2000",6,6
102843,"2001",3,6
102843,"2003",1,1
102843,"1994",3,7
102843,"2006",2,2
102843,"1997",1,4
102845,"1997",56,86
102845,"1995",11,18
102845,"2010",2,8
102845,"2006",30,52
102845,"2008",25,47
102845,"1998",49,77
102845,"2003",58,80
102845,"2005",32,52
102845,"2007",45,69
102845,"1999",38,62
102845,"2009",2,6
102845,"2002",59,80
102845,"1996",44,72
102845,"2000",32,53
102845,"2004",60,79
102845,"2001",35,59
102851,"1994",1,2
102851,"2006",1,2
102851,"2004",0,2
102851,"2000",0,1
102851,"2003",4,12
102851,"1998",1,3
102851,"2005",1,3
102851,"2001",0,1
102851,"2002",1,4
102854,"2000",37,65
102854,"1996",27,54
102854,"2001",39,68
102854,"1995",17,31
102854,"2003",42,66
102854,"1994",1,3
102854,"1997",16,42
102854,"2002",36,64
102854,"1999",29,56
102854,"2005",9,19
102854,"1998",23,55
102854,"2004",19,40
102856,"1996",12,22
102856,"2004",23,36
102856,"2001",60,78
102856,"2003",42,63
102856,"2002",25,39
102856,"2007",2,9
102856,"1999",50,75
102856,"2000",64,86
102856,"1997",36,61
102856,"2006",0,1
102856,"2005",6,16
102856,"2008",0,4
102856,"1998",41,66
102860,"2001",12,28
102860,"1999",3,6
102860,"2006",31,51
102860,"2000",13,19
102860,"2004",21,40
102860,"2005",22,43
102860,"2007",26,52
102860,"2002",25,48
102860,"2009",3,13
102860,"2008",20,42
102860,"2003",34,57
102863,"1997",1,4
102863,"2007",2,4
102863,"1995",2,4
102863,"2002",4,10
102863,"2006",3,4
102863,"2004",4,10
102863,"2000",1,2
102863,"2009",2,3
102863,"2001",6,9
102863,"1998",7,10
102863,"2003",6,10
102863,"2008",3,4
102863,"1996",2,3
102863,"1999",3,12
102863,"2005",4,7
102864,"2006",0,1
102864,"2003",0,1
102869,"1995",3,7
102869,"2003",10,19
102869,"1998",20,45
102869,"2005",0,3
102869,"2001",20,44
102869,"1999",14,33
102869,"1997",16,35
102869,"1996",11,28
102869,"2006",1,2
102869,"2002",8,26
102869,"2004",7,22
102869,"2000",12,32
102869,"1994",0,1
102880,"2002",8,17
102880,"2000",9,19
102880,"1999",1,2
102880,"2001",3,12
102880,"2003",9,17
102880,"2004",11,26
102880,"2005",4,17
102881,"2007",0,1
102881,"1995",1,2
102881,"1993",1,2
102881,"1994",1,2
102881,"1997",1,4
102881,"2006",0,1
102881,"2008",0,1
102881,"1996",1,4
102882,"1998",33,53
102882,"1995",26,44
102882,"1999",36,53
102882,"2003",37,56
102882,"2005",9,20
102882,"1994",1,4
102882,"1997",48,69
102882,"1996",35,58
102882,"2004",11,30
102882,"2000",43,66
102882,"2001",14,23
102882,"2006",11,21
102882,"2002",11,25
102885,"2006",0,1
102886,"2010",0,2
102886,"2006",1,2
102886,"2003",5,12
102886,"2012",0,1
102886,"2005",2,4
102886,"2004",1,3
102886,"2001",0,1
102887,"1995",3,4
102887,"1997",5,12
102887,"2007",3,3
102887,"2010",2,4
102887,"2005",2,4
102887,"1994",2,2
102887,"2008",5,8
102887,"2009",2,3
102887,"1996",5,8
102887,"2004",4,7
102887,"2001",11,19
102887,"1999",11,34
102887,"1998",26,48
102887,"2002",10,30
102887,"2003",6,12
102887,"2000",3,4
102887,"2006",8,17
102904,"2006",2,3
102904,"2000",1,3
102904,"2001",0,2
102905,"2008",4,10
102905,"2010",3,8
102905,"2004",24,50
102905,"2009",8,21
102905,"2001",22,47
102905,"2002",25,56
102905,"1999",32,58
102905,"2007",23,51
102905,"1998",3,9
102905,"2011",0,2
102905,"2000",27,57
102905,"1994",0,1
102905,"2005",7,23
102905,"1996",1,3
102905,"2003",17,42
102905,"2006",15,25
102905,"1997",4,6
102925,"2007",1,13
102925,"2005",8,17
102925,"2004",1,6
102925,"1999",17,43
102925,"2000",14,30
102925,"1997",17,40
102925,"2001",3,15
102925,"2002",5,12
102925,"1998",14,30
102925,"2003",9,25
102925,"2006",14,34
102925,"1996",3,12
102925,"1995",1,2
102928,"2003",2,4
102928,"2006",1,1
102928,"2002",2,3
102928,"2004",2,2
102945,"2007",0,1
102945,"2005",0,1
102950,"2008",0,1
102950,"1996",3,6
102950,"2007",0,5
102950,"1997",9,21
102950,"1998",20,40
102950,"2002",23,51
102950,"2001",25,52
102950,"2004",4,9
102950,"2005",3,8
102950,"1999",25,54
102950,"2009",0,1
102950,"2006",5,22
102950,"2000",24,56
102950,"2003",18,46
102956,"2000",0,1
102956,"1996",0,2
102956,"2002",0,1
102956,"1998",2,3
102956,"2006",0,1
102956,"2007",0,1
102956,"1999",0,3
102956,"2004",0,1
102956,"1995",0,4
102956,"2001",0,1
102959,"2004",2,2
102959,"2007",1,2
102959,"2006",1,1
102959,"2005",2,3
102959,"2008",2,3
102959,"2001",1,5
102959,"1998",2,2
102959,"2000",5,6
102959,"1999",3,3
102959,"2002",4,5
102959,"2003",2,3
102963,"2007",0,1
102963,"1999",0,1
102963,"2011",0,1
102965,"2006",1,3
102965,"2000",4,13
102965,"2001",3,11
102965,"2003",0,2
102965,"1999",1,3
102965,"2002",0,4
102965,"2004",1,3
102965,"1997",0,3
102965,"2005",1,4
102967,"2002",1,2
102967,"2011",0,3
102967,"2013",0,5
102967,"2009",21,46
102967,"2006",17,29
102967,"2004",1,3
102967,"2014",2,3
102967,"2008",21,44
102967,"2012",0,1
102967,"2010",5,17
102967,"2005",3,5
102967,"2007",21,47
102969,"2004",1,3
102969,"2003",1,1
102969,"1996",0,1
102969,"2005",1,2
